respondent_id,h1n1_vaccine,seasonal_vaccine
27975,0.19,0.18
27976,0.22,0.16
27977,0.22,0.27
27978,0.26,0.39
27979,0.41,0.76
27980,0.08,0.11
27981,0.15,0.3
27982,0.17,0.55
27983,0.71,0.88
27984,0.13,0.31
27985,0.16,0.73
27986,0.45,0.35
27987,0.3,0.42
27988,0.21,0.51
27989,0.17,0.45
27990,0.16,0.58
27991,0.22,0.44
27992,0.12,0.07
27993,0.17,0.19
27994,0.55,0.81
27995,0.28,0.63
27996,0.07,0.16
27997,0.16,0.29
27998,0.23,0.6
27999,0.49,0.74
28000,0.1,0.27
28001,0.09,0.13
28002,0.04,0.16
28003,0.15,0.46
28004,0.17,0.5
28005,0.19,0.34
28006,0.29,0.27
28007,0.35,0.55
28008,0.04,0.74
28009,0.25,0.47
28010,0.09,0.2
28011,0.19,0.65
28012,0.59,0.81
28013,0.34,0.63
28014,0.16,0.18
28015,0.37,0.61
28016,0.42,0.66
28017,0.25,0.41
28018,0.22,0.69
28019,0.19,0.22
28020,0.09,0.15
28021,0.44,0.45
28022,0.34,0.46
28023,0.35,0.46
28024,0.09,0.43
28025,0.4,0.62
28026,0.25,0.29
28027,0.43,0.65
28028,0.37,0.87
28029,0.43,0.58
28030,0.63,0.84
28031,0.12,0.25
28032,0.18,0.62
28033,0.36,0.23
28034,0.38,0.55
28035,0.14,0.23
28036,0.2,0.38
28037,0.26,0.6
28038,0.09,0.14
28039,0.24,0.44
28040,0.27,0.78
28041,0.13,0.7
28042,0.22,0.22
28043,0.41,0.68
28044,0.22,0.22
28045,0.26,0.59
28046,0.11,0.42
28047,0.26,0.58
28048,0.13,0.14
28049,0.14,0.71
28050,0.14,0.34
28051,0.26,0.74
28052,0.47,0.74
28053,0.05,0.18
28054,0.46,0.37
28055,0.25,0.24
28056,0.48,0.89
28057,0.18,0.63
28058,0.11,0.38
28059,0.17,0.31
28060,0.1,0.28
28061,0.22,0.32
28062,0.45,0.49
28063,0.28,0.27
28064,0.17,0.52
28065,0.12,0.32
28066,0.19,0.51
28067,0.19,0.75
28068,0.27,0.24
28069,0.11,0.5
28070,0.24,0.49
28071,0.22,0.53
28072,0.34,0.48
28073,0.11,0.12
28074,0.38,0.48
28075,0.1,0.27
28076,0.13,0.66
28077,0.3,0.23
28078,0.35,0.59
28079,0.26,0.78
28080,0.09,0.11
28081,0.32,0.7
28082,0.18,0.59
28083,0.1,0.2
28084,0.14,0.17
28085,0.48,0.39
28086,0.26,0.56
28087,0.19,0.77
28088,0.29,0.68
28089,0.2,0.32
28090,0.11,0.63
28091,0.13,0.24
28092,0.12,0.15
28093,0.19,0.49
28094,0.18,0.51
28095,0.73,0.83
28096,0.47,0.66
28097,0.12,0.15
28098,0.38,0.64
28099,0.17,0.16
28100,0.23,0.18
28101,0.33,0.78
28102,0.22,0.28
28103,0.16,0.73
28104,0.35,0.78
28105,0.12,0.15
28106,0.11,0.48
28107,0.16,0.15
28108,0.49,0.57
28109,0.06,0.26
28110,0.24,0.74
28111,0.12,0.49
28112,0.48,0.55
28113,0.19,0.63
28114,0.15,0.29
28115,0.08,0.33
28116,0.12,0.46
28117,0.12,0.35
28118,0.24,0.25
28119,0.39,0.56
28120,0.35,0.78
28121,0.58,0.81
28122,0.08,0.12
28123,0.21,0.17
28124,0.21,0.43
28125,0.3,0.5
28126,0.3,0.42
28127,0.13,0.47
28128,0.18,0.12
28129,0.51,0.87
28130,0.11,0.23
28131,0.3,0.3
28132,0.57,0.92
28133,0.22,0.87
28134,0.2,0.39
28135,0.25,0.83
28136,0.14,0.65
28137,0.14,0.18
28138,0.26,0.75
28139,0.55,0.83
28140,0.52,0.66
28141,0.09,0.11
28142,0.11,0.09
28143,0.25,0.47
28144,0.16,0.58
28145,0.27,0.42
28146,0.13,0.19
28147,0.18,0.43
28148,0.36,0.54
28149,0.13,0.19
28150,0.46,0.61
28151,0.24,0.6
28152,0.27,0.39
28153,0.24,0.24
28154,0.19,0.17
28155,0.15,0.68
28156,0.17,0.61
28157,0.22,0.26
28158,0.41,0.9
28159,0.48,0.87
28160,0.27,0.36
28161,0.22,0.58
28162,0.32,0.66
28163,0.2,0.36
28164,0.57,0.56
28165,0.21,0.35
28166,0.63,0.85
28167,0.24,0.45
28168,0.4,0.73
28169,0.16,0.29
28170,0.18,0.42
28171,0.29,0.47
28172,0.16,0.53
28173,0.16,0.15
28174,0.16,0.22
28175,0.24,0.73
28176,0.11,0.2
28177,0.36,0.25
28178,0.23,0.69
28179,0.22,0.22
28180,0.17,0.19
28181,0.19,0.46
28182,0.2,0.55
28183,0.1,0.15
28184,0.09,0.1
28185,0.4,0.4
28186,0.14,0.3
28187,0.19,0.42
28188,0.12,0.34
28189,0.11,0.26
28190,0.32,0.34
28191,0.08,0.02
28192,0.11,0.28
28193,0.22,0.84
28194,0.14,0.45
28195,0.39,0.67
28196,0.72,0.74
28197,0.23,0.4
28198,0.59,0.63
28199,0.27,0.42
28200,0.09,0.28
28201,0.2,0.18
28202,0.2,0.65
28203,0.53,0.65
28204,0.11,0.16
28205,0.46,0.42
28206,0.25,0.42
28207,0.32,0.61
28208,0.09,0.24
28209,0.43,0.52
28210,0.1,0.31
28211,0.51,0.51
28212,0.59,0.66
28213,0.43,0.78
28214,0.06,0.2
28215,0.5,0.62
28216,0.17,0.36
28217,0.14,0.15
28218,0.58,0.57
28219,0.18,0.16
28220,0.13,0.35
28221,0.14,0.18
28222,0.29,0.67
28223,0.4,0.72
28224,0.23,0.23
28225,0.34,0.59
28226,0.13,0.23
28227,0.24,0.88
28228,0.16,0.66
28229,0.61,0.74
28230,0.14,0.05
28231,0.46,0.85
28232,0.32,0.39
28233,0.18,0.33
28234,0.61,0.82
28235,0.13,0.36
28236,0.11,0.23
28237,0.09,0.19
28238,0.33,0.69
28239,0.22,0.51
28240,0.51,0.33
28241,0.17,0.14
28242,0.43,0.62
28243,0.28,0.37
28244,0.22,0.59
28245,0.18,0.31
28246,0.09,0.12
28247,0.44,0.26
28248,0.22,0.59
28249,0.14,0.41
28250,0.31,0.69
28251,0.35,0.62
28252,0.1,0.32
28253,0.51,0.71
28254,0.33,0.2
28255,0.17,0.58
28256,0.54,0.57
28257,0.14,0.19
28258,0.17,0.16
28259,0.2,0.6
28260,0.18,0.41
28261,0.34,0.44
28262,0.08,0.22
28263,0.13,0.16
28264,0.4,0.6
28265,0.11,0.65
28266,0.09,0.13
28267,0.17,0.54
28268,0.2,0.29
28269,0.22,0.25
28270,0.26,0.7
28271,0.43,0.27
28272,0.21,0.57
28273,0.33,0.6
28274,0.53,0.81
28275,0.23,0.4
28276,0.32,0.67
28277,0.08,0.05
28278,0.43,0.72
28279,0.53,0.64
28280,0.02,0.21
28281,0.07,0.11
28282,0.11,0.16
28283,0.28,0.33
28284,0.7,0.64
28285,0.43,0.42
28286,0.1,0.33
28287,0.12,0.35
28288,0.28,0.35
28289,0.12,0.12
28290,0.11,0.15
28291,0.55,0.77
28292,0.08,0.24
28293,0.11,0.21
28294,0.51,0.8
28295,0.23,0.46
28296,0.3,0.47
28297,0.07,0.2
28298,0.15,0.72
28299,0.26,0.32
28300,0.22,0.35
28301,0.11,0.26
28302,0.2,0.45
28303,0.81,0.88
28304,0.24,0.42
28305,0.19,0.34
28306,0.07,0.18
28307,0.25,0.78
28308,0.54,0.82
28309,0.1,0.2
28310,0.29,0.52
28311,0.19,0.77
28312,0.14,0.61
28313,0.07,0.32
28314,0.12,0.4
28315,0.74,0.9
28316,0.2,0.39
28317,0.16,0.21
28318,0.11,0.22
28319,0.09,0.26
28320,0.52,0.81
28321,0.17,0.88
28322,0.27,0.44
28323,0.31,0.62
28324,0.08,0.76
28325,0.13,0.59
28326,0.28,0.62
28327,0.65,0.75
28328,0.45,0.45
28329,0.26,0.44
28330,0.31,0.4
28331,0.16,0.13
28332,0.15,0.14
28333,0.25,0.41
28334,0.08,0.21
28335,0.05,0.22
28336,0.33,0.38
28337,0.14,0.24
28338,0.11,0.25
28339,0.8,0.88
28340,0.25,0.5
28341,0.5,0.82
28342,0.28,0.3
28343,0.55,0.72
28344,0.19,0.49
28345,0.23,0.52
28346,0.13,0.58
28347,0.25,0.55
28348,0.12,0.55
28349,0.13,0.14
28350,0.65,0.84
28351,0.21,0.65
28352,0.28,0.39
28353,0.48,0.61
28354,0.12,0.14
28355,0.33,0.48
28356,0.21,0.57
28357,0.05,0.19
28358,0.45,0.55
28359,0.12,0.79
28360,0.48,0.64
28361,0.42,0.46
28362,0.18,0.76
28363,0.71,0.69
28364,0.52,0.85
28365,0.11,0.19
28366,0.22,0.29
28367,0.07,0.5
28368,0.56,0.71
28369,0.15,0.11
28370,0.25,0.54
28371,0.22,0.3
28372,0.09,0.12
28373,0.3,0.3
28374,0.08,0.14
28375,0.19,0.29
28376,0.31,0.58
28377,0.15,0.23
28378,0.09,0.08
28379,0.18,0.28
28380,0.28,0.35
28381,0.76,0.86
28382,0.1,0.17
28383,0.08,0.21
28384,0.15,0.33
28385,0.64,0.77
28386,0.2,0.44
28387,0.29,0.72
28388,0.58,0.5
28389,0.09,0.11
28390,0.6,0.87
28391,0.24,0.4
28392,0.47,0.43
28393,0.11,0.82
28394,0.16,0.46
28395,0.1,0.79
28396,0.1,0.49
28397,0.17,0.32
28398,0.23,0.18
28399,0.73,0.87
28400,0.21,0.75
28401,0.2,0.22
28402,0.27,0.37
28403,0.21,0.6
28404,0.12,0.58
28405,0.14,0.25
28406,0.13,0.28
28407,0.57,0.6
28408,0.26,0.85
28409,0.06,0.16
28410,0.63,0.62
28411,0.51,0.32
28412,0.57,0.62
28413,0.28,0.34
28414,0.73,0.87
28415,0.1,0.17
28416,0.14,0.45
28417,0.07,0.17
28418,0.66,0.6
28419,0.67,0.82
28420,0.52,0.73
28421,0.15,0.44
28422,0.1,0.3
28423,0.17,0.22
28424,0.36,0.37
28425,0.18,0.21
28426,0.14,0.44
28427,0.36,0.38
28428,0.13,0.75
28429,0.23,0.13
28430,0.43,0.7
28431,0.77,0.73
28432,0.15,0.22
28433,0.3,0.42
28434,0.09,0.53
28435,0.28,0.65
28436,0.12,0.18
28437,0.15,0.32
28438,0.04,0.12
28439,0.15,0.17
28440,0.11,0.75
28441,0.7,0.81
28442,0.17,0.75
28443,0.69,0.78
28444,0.38,0.56
28445,0.23,0.29
28446,0.15,0.35
28447,0.2,0.48
28448,0.47,0.26
28449,0.15,0.37
28450,0.14,0.39
28451,0.15,0.2
28452,0.07,0.15
28453,0.13,0.56
28454,0.18,0.28
28455,0.55,0.72
28456,0.14,0.34
28457,0.22,0.44
28458,0.11,0.59
28459,0.05,0.07
28460,0.08,0.13
28461,0.28,0.29
28462,0.15,0.38
28463,0.46,0.24
28464,0.09,0.58
28465,0.5,0.63
28466,0.29,0.2
28467,0.31,0.49
28468,0.19,0.4
28469,0.25,0.27
28470,0.06,0.18
28471,0.11,0.81
28472,0.28,0.4
28473,0.12,0.24
28474,0.2,0.43
28475,0.49,0.62
28476,0.12,0.23
28477,0.11,0.05
28478,0.23,0.63
28479,0.49,0.68
28480,0.1,0.48
28481,0.2,0.55
28482,0.59,0.8
28483,0.11,0.55
28484,0.15,0.51
28485,0.12,0.17
28486,0.09,0.21
28487,0.06,0.23
28488,0.24,0.61
28489,0.42,0.33
28490,0.19,0.52
28491,0.18,0.61
28492,0.17,0.38
28493,0.1,0.09
28494,0.56,0.56
28495,0.08,0.23
28496,0.11,0.9
28497,0.2,0.21
28498,0.22,0.31
28499,0.29,0.69
28500,0.19,0.24
28501,0.22,0.52
28502,0.16,0.33
28503,0.4,0.32
28504,0.22,0.2
28505,0.07,0.09
28506,0.66,0.82
28507,0.07,0.14
28508,0.55,0.61
28509,0.19,0.45
28510,0.36,0.55
28511,0.17,0.68
28512,0.2,0.25
28513,0.16,0.42
28514,0.2,0.46
28515,0.17,0.18
28516,0.32,0.4
28517,0.09,0.22
28518,0.11,0.44
28519,0.31,0.36
28520,0.33,0.34
28521,0.12,0.53
28522,0.56,0.67
28523,0.21,0.34
28524,0.33,0.36
28525,0.09,0.22
28526,0.26,0.2
28527,0.14,0.44
28528,0.34,0.49
28529,0.19,0.24
28530,0.27,0.89
28531,0.12,0.17
28532,0.14,0.12
28533,0.16,0.2
28534,0.13,0.07
28535,0.15,0.18
28536,0.43,0.61
28537,0.21,0.39
28538,0.67,0.74
28539,0.06,0.16
28540,0.11,0.9
28541,0.33,0.67
28542,0.15,0.15
28543,0.21,0.29
28544,0.32,0.5
28545,0.38,0.79
28546,0.34,0.32
28547,0.22,0.49
28548,0.18,0.27
28549,0.12,0.31
28550,0.09,0.47
28551,0.22,0.82
28552,0.42,0.49
28553,0.21,0.18
28554,0.18,0.44
28555,0.35,0.53
28556,0.14,0.2
28557,0.36,0.81
28558,0.19,0.42
28559,0.16,0.12
28560,0.3,0.43
28561,0.66,0.87
28562,0.3,0.3
28563,0.19,0.36
28564,0.1,0.2
28565,0.22,0.45
28566,0.29,0.64
28567,0.11,0.27
28568,0.27,0.45
28569,0.54,0.67
28570,0.3,0.43
28571,0.11,0.32
28572,0.08,0.08
28573,0.55,0.94
28574,0.35,0.58
28575,0.56,0.79
28576,0.17,0.24
28577,0.15,0.82
28578,0.1,0.13
28579,0.17,0.52
28580,0.33,0.52
28581,0.2,0.56
28582,0.29,0.44
28583,0.18,0.68
28584,0.25,0.68
28585,0.25,0.4
28586,0.07,0.19
28587,0.43,0.62
28588,0.3,0.38
28589,0.7,0.87
28590,0.1,0.23
28591,0.66,0.89
28592,0.7,0.78
28593,0.33,0.62
28594,0.17,0.31
28595,0.12,0.8
28596,0.07,0.36
28597,0.29,0.63
28598,0.12,0.26
28599,0.15,0.3
28600,0.23,0.41
28601,0.12,0.62
28602,0.49,0.4
28603,0.36,0.25
28604,0.41,0.31
28605,0.18,0.11
28606,0.19,0.29
28607,0.15,0.11
28608,0.12,0.4
28609,0.41,0.63
28610,0.27,0.29
28611,0.18,0.15
28612,0.35,0.6
28613,0.26,0.4
28614,0.08,0.27
28615,0.06,0.23
28616,0.15,0.39
28617,0.1,0.06
28618,0.19,0.13
28619,0.43,0.56
28620,0.43,0.58
28621,0.17,0.78
28622,0.5,0.69
28623,0.4,0.43
28624,0.1,0.4
28625,0.33,0.36
28626,0.31,0.6
28627,0.58,0.74
28628,0.23,0.43
28629,0.04,0.15
28630,0.61,0.88
28631,0.24,0.46
28632,0.11,0.37
28633,0.38,0.53
28634,0.47,0.33
28635,0.38,0.81
28636,0.21,0.6
28637,0.4,0.69
28638,0.2,0.22
28639,0.22,0.64
28640,0.11,0.52
28641,0.09,0.52
28642,0.22,0.64
28643,0.16,0.39
28644,0.31,0.39
28645,0.09,0.47
28646,0.26,0.28
28647,0.09,0.31
28648,0.21,0.35
28649,0.41,0.42
28650,0.35,0.24
28651,0.55,0.73
28652,0.09,0.11
28653,0.14,0.55
28654,0.3,0.75
28655,0.35,0.55
28656,0.65,0.74
28657,0.17,0.3
28658,0.61,0.83
28659,0.13,0.08
28660,0.48,0.28
28661,0.44,0.59
28662,0.14,0.2
28663,0.29,0.43
28664,0.22,0.7
28665,0.23,0.36
28666,0.12,0.24
28667,0.26,0.37
28668,0.21,0.22
28669,0.57,0.72
28670,0.17,0.16
28671,0.25,0.22
28672,0.21,0.5
28673,0.29,0.54
28674,0.26,0.3
28675,0.61,0.9
28676,0.12,0.51
28677,0.18,0.82
28678,0.08,0.26
28679,0.38,0.49
28680,0.23,0.38
28681,0.34,0.64
28682,0.66,0.84
28683,0.27,0.32
28684,0.07,0.09
28685,0.05,0.31
28686,0.32,0.7
28687,0.06,0.21
28688,0.26,0.67
28689,0.51,0.8
28690,0.22,0.45
28691,0.4,0.58
28692,0.19,0.64
28693,0.22,0.86
28694,0.25,0.66
28695,0.37,0.54
28696,0.19,0.46
28697,0.21,0.54
28698,0.84,0.64
28699,0.07,0.13
28700,0.22,0.76
28701,0.27,0.31
28702,0.14,0.26
28703,0.17,0.58
28704,0.47,0.71
28705,0.32,0.71
28706,0.26,0.3
28707,0.24,0.34
28708,0.26,0.24
28709,0.13,0.16
28710,0.72,0.82
28711,0.5,0.88
28712,0.15,0.24
28713,0.21,0.37
28714,0.29,0.42
28715,0.27,0.75
28716,0.08,0.12
28717,0.26,0.56
28718,0.12,0.45
28719,0.19,0.16
28720,0.14,0.22
28721,0.17,0.43
28722,0.3,0.47
28723,0.29,0.69
28724,0.18,0.53
28725,0.42,0.54
28726,0.16,0.37
28727,0.18,0.26
28728,0.22,0.25
28729,0.42,0.81
28730,0.33,0.69
28731,0.23,0.39
28732,0.11,0.15
28733,0.15,0.18
28734,0.15,0.47
28735,0.41,0.45
28736,0.31,0.28
28737,0.18,0.71
28738,0.21,0.89
28739,0.51,0.5
28740,0.28,0.63
28741,0.1,0.42
28742,0.16,0.2
28743,0.18,0.37
28744,0.11,0.66
28745,0.26,0.8
28746,0.31,0.34
28747,0.26,0.67
28748,0.62,0.85
28749,0.22,0.46
28750,0.16,0.39
28751,0.44,0.61
28752,0.21,0.32
28753,0.23,0.09
28754,0.56,0.72
28755,0.21,0.64
28756,0.08,0.16
28757,0.18,0.55
28758,0.1,0.2
28759,0.15,0.49
28760,0.19,0.26
28761,0.28,0.67
28762,0.25,0.7
28763,0.28,0.45
28764,0.54,0.56
28765,0.23,0.63
28766,0.26,0.69
28767,0.19,0.32
28768,0.09,0.1
28769,0.26,0.37
28770,0.24,0.66
28771,0.4,0.74
28772,0.19,0.55
28773,0.17,0.24
28774,0.69,0.81
28775,0.14,0.62
28776,0.15,0.59
28777,0.18,0.43
28778,0.21,0.35
28779,0.53,0.87
28780,0.06,0.16
28781,0.3,0.67
28782,0.2,0.91
28783,0.26,0.41
28784,0.18,0.34
28785,0.23,0.39
28786,0.08,0.23
28787,0.19,0.31
28788,0.15,0.23
28789,0.48,0.5
28790,0.28,0.73
28791,0.87,0.92
28792,0.38,0.59
28793,0.55,0.85
28794,0.15,0.14
28795,0.3,0.28
28796,0.06,0.04
28797,0.47,0.74
28798,0.18,0.78
28799,0.28,0.34
28800,0.21,0.21
28801,0.2,0.17
28802,0.32,0.3
28803,0.15,0.84
28804,0.23,0.75
28805,0.05,0.12
28806,0.4,0.6
28807,0.19,0.4
28808,0.17,0.18
28809,0.28,0.72
28810,0.28,0.33
28811,0.19,0.67
28812,0.12,0.19
28813,0.14,0.3
28814,0.29,0.28
28815,0.15,0.33
28816,0.24,0.47
28817,0.11,0.36
28818,0.08,0.32
28819,0.18,0.69
28820,0.1,0.13
28821,0.09,0.11
28822,0.14,0.17
28823,0.18,0.71
28824,0.55,0.83
28825,0.33,0.37
28826,0.19,0.42
28827,0.53,0.67
28828,0.17,0.18
28829,0.26,0.26
28830,0.15,0.57
28831,0.08,0.19
28832,0.19,0.48
28833,0.17,0.44
28834,0.4,0.73
28835,0.27,0.32
28836,0.14,0.58
28837,0.68,0.91
28838,0.34,0.62
28839,0.7,0.7
28840,0.23,0.56
28841,0.1,0.28
28842,0.34,0.25
28843,0.29,0.76
28844,0.16,0.27
28845,0.05,0.15
28846,0.54,0.73
28847,0.12,0.12
28848,0.28,0.44
28849,0.3,0.55
28850,0.22,0.37
28851,0.28,0.24
28852,0.39,0.66
28853,0.14,0.16
28854,0.23,0.74
28855,0.2,0.24
28856,0.11,0.56
28857,0.13,0.46
28858,0.24,0.7
28859,0.15,0.25
28860,0.17,0.27
28861,0.53,0.7
28862,0.28,0.35
28863,0.33,0.79
28864,0.35,0.35
28865,0.19,0.74
28866,0.33,0.33
28867,0.21,0.31
28868,0.1,0.12
28869,0.13,0.32
28870,0.13,0.15
28871,0.13,0.15
28872,0.11,0.6
28873,0.11,0.11
28874,0.16,0.52
28875,0.22,0.6
28876,0.27,0.52
28877,0.1,0.13
28878,0.09,0.04
28879,0.23,0.59
28880,0.51,0.65
28881,0.33,0.27
28882,0.5,0.67
28883,0.49,0.51
28884,0.55,0.3
28885,0.27,0.46
28886,0.05,0.21
28887,0.07,0.14
28888,0.21,0.4
28889,0.09,0.21
28890,0.09,0.56
28891,0.16,0.22
28892,0.23,0.28
28893,0.34,0.63
28894,0.18,0.16
28895,0.09,0.24
28896,0.2,0.26
28897,0.45,0.62
28898,0.08,0.42
28899,0.34,0.46
28900,0.3,0.51
28901,0.24,0.74
28902,0.26,0.28
28903,0.23,0.21
28904,0.17,0.56
28905,0.31,0.67
28906,0.16,0.79
28907,0.09,0.14
28908,0.61,0.8
28909,0.42,0.65
28910,0.25,0.66
28911,0.3,0.38
28912,0.15,0.85
28913,0.29,0.23
28914,0.4,0.78
28915,0.15,0.35
28916,0.18,0.67
28917,0.15,0.53
28918,0.89,0.92
28919,0.25,0.69
28920,0.33,0.56
28921,0.21,0.72
28922,0.26,0.27
28923,0.46,0.66
28924,0.18,0.75
28925,0.3,0.55
28926,0.19,0.3
28927,0.15,0.15
28928,0.5,0.67
28929,0.13,0.21
28930,0.1,0.19
28931,0.27,0.53
28932,0.67,0.37
28933,0.09,0.12
28934,0.4,0.76
28935,0.4,0.65
28936,0.2,0.27
28937,0.23,0.5
28938,0.11,0.35
28939,0.25,0.41
28940,0.38,0.53
28941,0.36,0.63
28942,0.22,0.21
28943,0.44,0.5
28944,0.09,0.36
28945,0.07,0.26
28946,0.27,0.39
28947,0.11,0.21
28948,0.29,0.64
28949,0.26,0.42
28950,0.11,0.89
28951,0.31,0.37
28952,0.13,0.44
28953,0.38,0.83
28954,0.25,0.39
28955,0.1,0.71
28956,0.27,0.54
28957,0.16,0.31
28958,0.1,0.31
28959,0.36,0.45
28960,0.17,0.74
28961,0.22,0.25
28962,0.29,0.34
28963,0.21,0.45
28964,0.14,0.47
28965,0.42,0.17
28966,0.2,0.16
28967,0.77,0.93
28968,0.33,0.64
28969,0.12,0.32
28970,0.11,0.12
28971,0.38,0.56
28972,0.14,0.71
28973,0.17,0.32
28974,0.09,0.09
28975,0.13,0.48
28976,0.18,0.75
28977,0.27,0.19
28978,0.14,0.33
28979,0.24,0.76
28980,0.18,0.19
28981,0.61,0.62
28982,0.2,0.2
28983,0.12,0.1
28984,0.69,0.8
28985,0.38,0.44
28986,0.33,0.43
28987,0.15,0.25
28988,0.54,0.45
28989,0.42,0.82
28990,0.41,0.37
28991,0.47,0.62
28992,0.12,0.18
28993,0.25,0.4
28994,0.2,0.4
28995,0.31,0.65
28996,0.32,0.7
28997,0.14,0.28
28998,0.5,0.71
28999,0.4,0.5
29000,0.78,0.88
29001,0.16,0.35
29002,0.19,0.32
29003,0.64,0.7
29004,0.62,0.72
29005,0.24,0.78
29006,0.2,0.18
29007,0.29,0.74
29008,0.36,0.63
29009,0.18,0.54
29010,0.28,0.37
29011,0.27,0.41
29012,0.4,0.43
29013,0.18,0.56
29014,0.51,0.43
29015,0.08,0.22
29016,0.35,0.5
29017,0.14,0.72
29018,0.13,0.14
29019,0.18,0.58
29020,0.48,0.55
29021,0.46,0.63
29022,0.36,0.41
29023,0.49,0.68
29024,0.28,0.54
29025,0.1,0.13
29026,0.52,0.53
29027,0.6,0.77
29028,0.24,0.37
29029,0.21,0.34
29030,0.1,0.39
29031,0.15,0.28
29032,0.67,0.73
29033,0.29,0.37
29034,0.41,0.54
29035,0.11,0.28
29036,0.26,0.4
29037,0.26,0.76
29038,0.1,0.37
29039,0.23,0.52
29040,0.12,0.14
29041,0.56,0.52
29042,0.34,0.24
29043,0.25,0.29
29044,0.68,0.79
29045,0.17,0.44
29046,0.08,0.22
29047,0.25,0.21
29048,0.56,0.74
29049,0.46,0.78
29050,0.09,0.63
29051,0.51,0.46
29052,0.13,0.19
29053,0.21,0.53
29054,0.17,0.31
29055,0.28,0.69
29056,0.13,0.53
29057,0.14,0.68
29058,0.16,0.12
29059,0.06,0.31
29060,0.28,0.39
29061,0.12,0.62
29062,0.19,0.31
29063,0.67,0.68
29064,0.83,0.79
29065,0.3,0.24
29066,0.32,0.64
29067,0.69,0.8
29068,0.08,0.2
29069,0.16,0.81
29070,0.23,0.55
29071,0.47,0.61
29072,0.17,0.69
29073,0.18,0.31
29074,0.61,0.78
29075,0.17,0.51
29076,0.4,0.59
29077,0.15,0.73
29078,0.24,0.42
29079,0.7,0.6
29080,0.14,0.34
29081,0.24,0.69
29082,0.05,0.15
29083,0.13,0.17
29084,0.47,0.67
29085,0.37,0.73
29086,0.7,0.72
29087,0.3,0.36
29088,0.27,0.44
29089,0.06,0.07
29090,0.17,0.57
29091,0.4,0.77
29092,0.41,0.49
29093,0.53,0.73
29094,0.07,0.15
29095,0.16,0.53
29096,0.47,0.61
29097,0.13,0.22
29098,0.49,0.73
29099,0.67,0.76
29100,0.49,0.61
29101,0.48,0.69
29102,0.26,0.74
29103,0.31,0.55
29104,0.25,0.57
29105,0.44,0.79
29106,0.21,0.43
29107,0.17,0.41
29108,0.36,0.68
29109,0.24,0.38
29110,0.24,0.4
29111,0.59,0.62
29112,0.41,0.65
29113,0.23,0.27
29114,0.11,0.2
29115,0.14,0.24
29116,0.29,0.36
29117,0.39,0.58
29118,0.4,0.73
29119,0.87,0.87
29120,0.21,0.24
29121,0.07,0.07
29122,0.45,0.83
29123,0.18,0.34
29124,0.18,0.16
29125,0.13,0.58
29126,0.38,0.3
29127,0.36,0.64
29128,0.36,0.58
29129,0.06,0.07
29130,0.22,0.6
29131,0.13,0.1
29132,0.54,0.48
29133,0.31,0.61
29134,0.24,0.3
29135,0.28,0.79
29136,0.27,0.24
29137,0.21,0.52
29138,0.12,0.11
29139,0.18,0.34
29140,0.16,0.17
29141,0.26,0.14
29142,0.52,0.51
29143,0.23,0.38
29144,0.77,0.92
29145,0.54,0.53
29146,0.1,0.23
29147,0.21,0.64
29148,0.35,0.68
29149,0.37,0.66
29150,0.13,0.36
29151,0.16,0.22
29152,0.61,0.64
29153,0.17,0.16
29154,0.23,0.32
29155,0.36,0.74
29156,0.14,0.28
29157,0.12,0.15
29158,0.17,0.73
29159,0.18,0.55
29160,0.13,0.09
29161,0.5,0.51
29162,0.05,0.25
29163,0.1,0.21
29164,0.13,0.24
29165,0.66,0.8
29166,0.08,0.24
29167,0.2,0.17
29168,0.3,0.6
29169,0.76,0.77
29170,0.34,0.47
29171,0.26,0.48
29172,0.17,0.48
29173,0.17,0.43
29174,0.33,0.23
29175,0.34,0.62
29176,0.25,0.49
29177,0.41,0.7
29178,0.25,0.29
29179,0.16,0.37
29180,0.15,0.55
29181,0.37,0.31
29182,0.06,0.12
29183,0.42,0.5
29184,0.13,0.19
29185,0.52,0.4
29186,0.22,0.55
29187,0.15,0.26
29188,0.12,0.32
29189,0.1,0.23
29190,0.26,0.5
29191,0.15,0.21
29192,0.26,0.41
29193,0.32,0.24
29194,0.06,0.15
29195,0.33,0.84
29196,0.17,0.28
29197,0.17,0.2
29198,0.19,0.25
29199,0.2,0.4
29200,0.5,0.5
29201,0.22,0.29
29202,0.43,0.45
29203,0.06,0.62
29204,0.13,0.79
29205,0.18,0.81
29206,0.33,0.59
29207,0.17,0.41
29208,0.2,0.88
29209,0.17,0.19
29210,0.08,0.13
29211,0.52,0.48
29212,0.03,0.1
29213,0.11,0.22
29214,0.22,0.71
29215,0.18,0.3
29216,0.61,0.76
29217,0.29,0.32
29218,0.62,0.85
29219,0.1,0.09
29220,0.11,0.66
29221,0.47,0.71
29222,0.14,0.08
29223,0.12,0.16
29224,0.69,0.53
29225,0.09,0.7
29226,0.25,0.5
29227,0.29,0.4
29228,0.64,0.63
29229,0.13,0.33
29230,0.46,0.67
29231,0.14,0.24
29232,0.33,0.4
29233,0.15,0.27
29234,0.06,0.1
29235,0.31,0.59
29236,0.72,0.73
29237,0.14,0.37
29238,0.75,0.87
29239,0.29,0.23
29240,0.21,0.57
29241,0.17,0.22
29242,0.18,0.71
29243,0.21,0.53
29244,0.69,0.63
